houseName,houseScale,houseArea,houseLayers,houseDirect,community,detailAddress,price
一手新房 皖新春江明月 20万低首付买三房 找我团购底价,3室2厅,100㎡,中层（共15层）,南北向,皖新春江明月,南瑞-利民东路中段(原新兴铸管厂地块),10500元/㎡
饮马湖院子 3层徽派小别墅 实际面积170平 只要60W,独栋,卧室：3个,无花园,88㎡,新华联西江月,政务文化中心-鸠江区鸠兹古镇旁,6818元/㎡
无为 碧桂园翡翠华府 3室2厅,3室2厅,131.6㎡,高层（共18层）,南北向,碧桂园翡翠华府,南门,8814元/㎡
无为 碧桂园翡翠华府 3室2厅,3室2厅,122㎡,高层（共9层）,南北向,碧桂园翡翠华府,南门,9016元/㎡
桃花源墅!响水涧水韵花!古典优雅!天池圣居!独栋别墅!,4室2厅,253.55㎡,高层（共2层）,南北向,海螺永盛花园,大学城-九华南路海螺国际会议中心往南1000米,9859元/㎡
鸠兹古镇西江月别墅 送车位 露台 院子 景区别墅,4室2厅,160㎡,高层（共2层）,南北向,信达翡丽世家,政务文化中心-阳翰路与鸠江北路交汇处(二十八中北侧),14687元/㎡
天镜伟星118平3房2卫三口之家的叠墅生活团购性价比,3室2厅,118㎡,中层（共20层）,南北向,汀海壹品,神山口-赤铸山路与弋江中路交汇处,13474元/㎡
伟星印长江 江景豪宅 伟星封江大作 十里江 找我团购价,3室2厅,148㎡,高层（共35层）,南北向,伟星印长江,银泰城-长江南路与大工山路交汇处,15945元/㎡
"保利熙悦府,洋房公摊12,中江单价1.1万特价卖",3室2厅,152㎡,高层（共8层）,南北向,保利信达熙悦府,政务文化中心-国泰路与海晏路交口(市政府东南),10855元/㎡
伟星万科潮起中江!生态宜居低密园林住区神房出售,3室2厅,99.16㎡,中层（共17层）,南北向,伟星万科潮起中江,政务文化中心-赤铸山路与安澜路交汇处向北约500米,12605元/㎡
伟星公园天下现房清盘!可享受团购价!楼层可选位置好!机会难得,3室2厅,150㎡,中层（共16层）,南北向,信达翡丽世家,政务文化中心-阳翰路与鸠江北路交汇处(二十八中北侧),12666元/㎡
"伟星万科东方珑胤台,新房精装交付,户型方正",3室2厅,100㎡,中层（共20层）,南向,信达翡丽世家,政务文化中心-阳翰路与鸠江北路交汇处(二十八中北侧),16000元/㎡
美宿金山国际公寓 育红 荟萃初中 复式挑高 一线江景,1室1厅,45㎡,中层（共15层）,南北向,金山国际公寓,其他-青山街与公安街交叉口,11111元/㎡
新城大都会!美式洋房.环境优美.交通便利全新商品房团购优惠,3室2厅,98㎡,中层（共17层）,南北向,新城大都会,国际会展中心-仓津路与大工山路交口向南约500米,12040元/㎡
融创童话森林 小三房 刚需必备 看房方便 车接车送,3室2厅,89㎡,中层（共20层）,南北向,融创金地童话森林,瀂港-弋江南路与文津东路交口西北,12921元/㎡
汀棠公园汀海壹品 11米宽阳台南北通透找我团购优惠,3室2厅,121㎡,高层（共22层）,南北向,汀海壹品,神山口-赤铸山路与弋江中路交汇处,14049元/㎡
高速东方御府首付17万渠道团购优惠无任何费用轻轨旁,3室2厅,115㎡,高层（共28层）,南北向,高速东方御府,政务文化中心-梦溪路与纬一次路交汇处,7739元/㎡
湿地公园旁的大平层花园洋房 户型方正采光好 买了就能拿房,3室2厅,134㎡,低层（共6层）,南北向,保利香颂,政务文化中心-政务文化中心,11343元/㎡
伟星玖樟台 柏庄官邸复式小公寓 首付10多万 新房,1室1厅,34㎡,高层（共24层）,南向,柏庄观邸铂寓,政务文化中心-政务文化中心,6470元/㎡
长江之歌 大平层 房东诚信出售 随时看房 无税 观景楼层,3室2厅,171㎡,低层（共33层）,南北向,伟星长江之歌,银泰城-长江南路99号,15087元/㎡
"城东低密度舒适生活区,翡丽世家品质住宅区,新出好价格欢迎点击",3室2厅,126㎡,高层（共11层）,南北向,翡丽世家,政务文化中心-政务文化中心,12777元/㎡
金都檀宫 城东政务新区 单价78015万 市区有个家,3室2厅,89㎡,中层（共18层）,南北向,金都檀宫,政务文化中心-清水镇芜屯城市干道,7865元/㎡
"伟星雍景台洋房,一手代理 找我走团购价 品质小区好地段。",3室2厅,110㎡,中层（共8层）,南向,伟星雍璟台,政务文化中心-政务文化中心,12909元/㎡
大发大发买了必发 品质小区,3室2厅,123㎡,中层（共28层）,南北向,大发融悦东方,政务文化中心-鸠江北路与涌金路交汇处(万科城北侧),13414元/㎡
新房代理 品质奢华 大气 城南必看神盘 碧桂园塘溪源著,3室2厅,126㎡,中层（共18层）,南北向,碧桂园塘溪源著,南瑞-南瑞,12301元/㎡
"祥生府首付20W买三房,送15万购物卡,高品质社区高得房率",3室2厅,118㎡,高层（共25层）,东向,祥生府,政务文化中心-北京中路与中江大道交汇处西南侧50米,11186元/㎡
春江明月 首付25万起 湿地公园旁 配套齐全 坐拥城市繁华,3室2厅,99㎡,低层（共28层）,南北向,春江明月,大学城-大学城,10101元/㎡
融创童话森林一手新房品质小区大品牌找我有优惠团购价专车 接送,3室2厅,98㎡,中层（共11层）,南北向,融创公元2020,南瑞-弋江南路72号,12040元/㎡
雅旭新乐府 元亩塘畔景观洋房 湖景大宅景色怡人一房专享价,3室2厅,101㎡,高层（共29层）,南北向,雅旭新乐府,南瑞-大工山路与仓津路交汇处(元亩塘南侧),11881元/㎡
中御公馆 芜湖 城南 复式 平层 叠墅 住宅低首付 央企,3室2厅,111㎡,中层（共16层）,南北向,中御公馆,南瑞-利民路与弋江路交汇处(利民路往东200米处),11621元/㎡
美好首玺 配套齐全 大学城旁 车接车送 享一手团购,3室2厅,117㎡,中层（共28层）,南北向,美好首玺,大学城-美好首玺,11623元/㎡
"价格可谈!!精装修2室,送家具家电,拎包入住,楼层适中!!",2室2厅,116.59㎡,高层（共43层）,东向,世茂滨江花园,新市口-滨江北路,16725元/㎡
镜湖 绿地伊顿公馆 1室1厅,1室1厅,44㎡,高层（共18层）,南向,绿地伊顿公馆,镜湖世纪城-纬一路云丛路交汇处,13409元/㎡
名流印象 精装修2室南全明户型,2室2厅,105㎡,中层（共43层）,南向,名流印象,新市口-区吉和南路与北京西路交汇处(国家海事局旁),16190元/㎡
名流印象 精装3房 钻石楼层 育红+11中 手慢无,3室1厅,130㎡,高层（共43层）,南向,名流印象,新市口-区吉和南路与北京西路交汇处(国家海事局旁),17692元/㎡
伊顿公馆二期 精装修2室东全明户型,2室2厅,88.2㎡,高层（共26层）,东向,绿地伊顿公馆二期,镜湖世纪城-芜湖市镜湖区黄山东路,11337元/㎡
"师范小+27中本部,双校区,距离校区50米..",3室2厅,72.3㎡,中层（共6层）,南向,梅苑新村,王家巷-银湖中路,13831元/㎡
"春暖花开 精装三房,满五,好楼层。",3室2厅,111.82㎡,中层（共18层）,南向,柏庄春暖花开,大学城-九华南路安徽师范大学南校区对面,14308元/㎡
汇成名郡 精装修3室南全明户型,3室1厅,88.09㎡,中层（共5层）,南向,汇成名郡,大学城-九华南路东侧(国际会展中心对面),13962元/㎡
汇成名郡精装两房拎包入住楼层都好好哦,2室2厅,88.05㎡,中层（共18层）,南向,汇成名郡,大学城-九华南路东侧(国际会展中心对面),14764元/㎡
江城国际瑞华苑 3室2厅 南,3室2厅,89.77㎡,中层（共6层）,南向,江城国际瑞华苑,南瑞-区南瑞新城世纪联华向南,10025元/㎡
金域华府 通透两房 精装修 急售,2室2厅,93㎡,中层（共34层）,东向,伟星金域华府,银泰城-区中山南路以东、利民西路以南、花津南路以西,17204元/㎡
价格不过万 可带外地户型好 楼层 居家置业!,2室2厅,93.5㎡,高层（共34层）,南向,伟星金域华府,银泰城-区中山南路以东、利民西路以南、花津南路以西,17112元/㎡
"精装三房,房东诚售,全天采光,景观视野户型方正",3室2厅,124.31㎡,低层（共30层）,南向,伟星金域华府,银泰城-区中山南路以东、利民西路以南、花津南路以西,17375元/㎡
伟星长江之歌 2室2厅 南,2室2厅,97.4㎡,高层（共33层）,南向,伟星长江之歌,银泰城-长江南路99号,16940元/㎡
国贸天琴湾 精装三室 满五 业主诚心售,3室2厅,131.52㎡,中层（共33层）,南向,国贸天琴湾,银泰城-区滨江大道与利民西路交汇处,15206元/㎡
"3室,中上楼段,业主自住装,户型方正,全明格局,欢迎来电",3室2厅,98.15㎡,高层（共42层）,南向,万科海上传奇,瀂港-长江南路与乌霞山西路交汇处,19867元/㎡
"房东急售,家电齐全,房间明亮,,楼层!",2室2厅,99㎡,高层（共34层）,南向,国贸天琴湾,银泰城-区滨江大道与利民西路交汇处,16666元/㎡
华仑港湾全新精装三房 空调 一次未住采光好 南北,3室2厅,126.58㎡,中层（共30层）,东向,华仑港湾,银泰城-区滨江大道与利民路交汇处,16590元/㎡
伟星蔚蓝海岸 精装修2室南全明户型,2室2厅,89㎡,高层（共34层）,南向,伟星蔚蓝海岸,大学城-长江南路与红花山路交汇处,18988元/㎡
2020年全新装修 保养99新 北欧简约风 含车位,2室2厅,97.39㎡,中层（共33层）,南向,伟星长江之歌,银泰城-长江南路99号,16428元/㎡
华仑港湾 精装修2室南全明户型,2室2厅,89.2㎡,高层（共28层）,南向,华仑港湾,银泰城-区滨江大道与利民路交汇处,16816元/㎡
"3室,中上楼段,业主自住装,户型方正,全明格局,欢迎来电",3室2厅,90㎡,高层（共34层）,南向,万科海上传奇,瀂港-长江南路与乌霞山西路交汇处,16222元/㎡
"滨河馨居,经典大三房,大露台,随时看房",3室2厅,114.45㎡,高层（共25层）,东向,滨河馨居,政务文化中心-芜湖市鸠江区滨河馨居,7426元/㎡
"精装修洋房急售,拎包入住,临地铁,配套成熟!",2室2厅,89.12㎡,中层（共17层）,南向,伟星城四期,政务文化中心-安徽省芜湖市鸠江区赤铸山路与弋江路交汇处,15484元/㎡
柏庄香府 五室两厅 南北双阳台 百万精装,5室2厅,230㎡,高层（共23层）,东向,柏庄香府,政务文化中心-柏庄香府,13043元/㎡
婚房装修 拎包入住 钻石楼层采光视野好,2室2厅,88㎡,中层（共16层）,南向,恒大华府,政务文化中心-区鸠江北路与赤铸山路交汇处东北方向,15000元/㎡
伟星公园大道壹号 2室2厅 南,2室2厅,88.07㎡,中层（共20层）,南向,伟星公园大道北峯,政务文化中心-伟星公园大道北峯,17599元/㎡
鸠兹家苑馨园 婚房装修 有产证 随时看房,3室2厅,106㎡,中层（共7层）,南向,鸠兹家苑馨园,汽配城-鸠兹家苑馨园,8490元/㎡
三潭音悦 精装婚房三房 前后不临街 一梯二户 有架空层,3室2厅,121.28㎡,高层（共11层）,东向,三潭音悦,政务文化中心-赤铸山东路与海晏路交汇处(市政府东北面),13604元/㎡
旭日天都一组团 2室2厅 南,2室2厅,63.45㎡,中层（共17层）,南向,旭日天都,政务文化中心-政务文化中心-涌金路与鸠江北路交汇处,11032元/㎡
城东小区 大三房 精装修 房东诚心急售!!!,3室2厅,105.75㎡,中层（共7层）,东向,城东小区,神山口-城东小区,10023元/㎡
"东城豪庭,孝心楼层,采光无遮挡,看房方便。",2室2厅,78㎡,中层（共17层）,南向,东城豪庭,政务文化中心-区赤铸山路与海晏路交汇处,11538元/㎡
伟星城精装三房 装修精致 拎包入住,3室2厅,130㎡,中层（共17层）,东向,伟星城,长江市场园-区赤铸山东路与弋江路交汇处,14153元/㎡
"滨河馨居,经典大三房,大露台,随时看房",3室2厅,114.45㎡,高层（共25层）,东向,滨河馨居,政务文化中心-芜湖市鸠江区滨河馨居,7951元/㎡
"恒大大四房,轻轨沿线,拎包入住。",4室2厅,173.71㎡,高层（共15层）,南向,恒大华府,政务文化中心-区鸠江北路与赤铸山路交汇处东北方向,12549元/㎡
城市之光精装3房 满五 双公园 附外,3室2厅,126.86㎡,中层（共16层）,东向,城市之光第一街区,政务文化中心-安徽省芜湖市鸠江区政通路北50米,13558元/㎡
恒大华府 精装大三房 产证满二 飞机户型 南北通透,3室2厅,148.64㎡,高层（共11层）,东向,恒大华府,政务文化中心-区鸠江北路与赤铸山路交汇处东北方向,13791元/㎡
伟星城四期 2室2厅 南 北,2室2厅,80.63㎡,中层（共6层）,东向,伟星城四期,政务文化中心-安徽省芜湖市鸠江区赤铸山路与弋江路交汇处,14857元/㎡
东紫园 2室2厅 东南 南,2室2厅,87㎡,中层（共17层）,东向,东紫园,政务文化中心-万春西路与九华北路交汇处往东500米,10862元/㎡
东紫园南北双阳台 采光好 钻石楼层 无大税,3室2厅,117㎡,中层（共17层）,南向,东紫园,政务文化中心-万春西路与九华北路交汇处往东500米,11111元/㎡
"东部星城精装两房,保养青丝,大阳垾湿地公园旁",2室2厅,76.58㎡,中层（共6层）,东向,东部星城西区,"政务文化中心-鸠兹大道以南,大阳垾水系以东",9140元/㎡
步行街旁 美宿洲际酒店 金山公寓 住.宅公.寓 .学,1室1厅,41.5㎡,中层（共25层）,西向,美宿金山公寓,中山路步行街-新芜路与青山街交叉口,13253元/㎡
恒大华府 飞机户型大三房 居家装修保养如新 产证满二,3室2厅,148㎡,高层（共11层）,东向,恒大华府,政务文化中心-区鸠江北路与赤铸山路交汇处东北方向,12837元/㎡
城市之光满二精装修业主急售 看中可谈,2室1厅,95㎡,中层（共16层）,南向,城市之光第三街区,政务文化中心-安徽省芜湖市鸠江区,12210元/㎡
"东紫园 业主诚心出售 可以贷款,随时签约 无大税",2室2厅,86.7㎡,中层（共17层）,东向,东紫园,政务文化中心-万春西路与九华北路交汇处往东500米,11130元/㎡
"满五,南北通透,拎包入住。",3室2厅,114㎡,中层（共17层）,东向,万科城南区,政务文化中心-安徽省芜湖市鸠江区涌金路南,13333元/㎡
"恒大华府,精装大三房,采光好,位置好",3室2厅,133.6㎡,中层（共15层）,南向,恒大华府,政务文化中心-区鸠江北路与赤铸山路交汇处东北方向,13847元/㎡
阳光翰庭 全天采光 随时看房 诚心出售,2室1厅,67.17㎡,高层（共11层）,南向,阳光翰庭,长江市场园-鸠江区018乡道东300米,9825元/㎡
"伟星城精装修两室,满两年次顶楼采光视野不挡。",2室1厅,86.86㎡,中层（共17层）,南向,伟星城,长江市场园-区赤铸山东路与弋江路交汇处,14390元/㎡
"万科精装修,南北通风格局好,视野开阔",3室2厅,127.19㎡,高层（共17层）,东向,万科城南区,政务文化中心-安徽省芜湖市鸠江区涌金路南,13758元/㎡
"此房为两梯四户边户,户型通透,不靠马路,交通便",3室2厅,117㎡,高层（共20层）,南向,柏庄观邸,政务文化中心-柏庄观邸,14000元/㎡
带车位 品质物业 精装修未住过 三房两厅两卫,3室2厅,111.62㎡,中层（共17层）,东向,万科城南区,政务文化中心-安徽省芜湖市鸠江区涌金路南,13438元/㎡
政务新区精装边户大两房中江,2室2厅,87.52㎡,中层（共18层）,东向,金浩仁和天地,政务文化中心-仁和路与河清路交汇处东南侧,12454元/㎡
金浩小区+南区通透双阳台+中间楼层+满两年,2室1厅,89㎡,中层（共21层）,东向,金浩仁和天地,政务文化中心-仁和路与河清路交汇处东南侧,13707元/㎡
东方红郡 多层2房 小区中间 中层 安静无扰爬楼不累,2室2厅,82.92㎡,高层（共7层）,东向,东方红郡,政务文化中心-中江大道与赤铸山路交汇处,14254元/㎡
轻轨旁 双 直降40万 单价12900买柏庄丽城,4室2厅,174.4㎡,高层（共26层）,南北向,柏庄丽城,大学城-九华南路与纬五路交汇处以东,12889元/㎡
鸠江 万科城南区 3室2厅,3室2厅,123㎡,高层（共17层）,南北向,万科城南区,政务文化中心-安徽省芜湖市鸠江区涌金路南,15284元/㎡
鸠江 恒大华府 3室2厅,3室2厅,133.1㎡,低层（共15层）,南向,恒大华府,政务文化中心-区鸠江北路与赤铸山路交汇处东北方向,14124元/㎡
城精装大两房直降十万 急卖无税,2室2厅,78㎡,高层（共17层）,南北向,中央城,大学城-高校园区,13333元/㎡
鸠兹古镇 西江月徽派别墅130平方203万送车位 送院子,独栋,卧室：3个,无花园,130㎡,鸠兹古镇西江月,政务文化中心-安徽省芜湖市鸠江区万春中路,15615元/㎡
鸠兹古镇 西江月 徽派风格 环境优美 三室两厅 位置好,独栋,卧室：3个,无花园,130㎡,鸠兹古镇西江月,政务文化中心-安徽省芜湖市鸠江区万春中路,15538元/㎡
"鸠兹古镇徽派别墅200万起,一手新房渠道代理",独栋,卧室：3个,无花园,160㎡,鸠兹古镇西江月,政务文化中心-安徽省芜湖市鸠江区万春中路,14937元/㎡
轻轨旁 毛坯小两房 直降十万 急卖无税,2室2厅,85㎡,高层（共18层）,南北向,新亚特花园,大学城-九华路与峨山路交叉口,9388元/㎡
柏庄精装三房+满两年+师大中区+萃文,3室2厅,108㎡,低层（共18层）,南北向,柏庄·春暖花开,大学城-九华南路安徽师范大学南校区对面,14166元/㎡
城市之光满二精装修业主急售 看中可谈,2室1厅,95㎡,低层（共16层）,南向,城市之光第三街区,政务文化中心-安徽省芜湖市鸠江区,12210元/㎡
"城市之光,边户洋房,南北通透,业主诚售",2室2厅,91㎡,低层（共8层）,南北向,城市之光第一街区,政务文化中心-安徽省芜湖市鸠江区政通路北50米,13846元/㎡
伟星城四期 2室2厅 南 北,2室2厅,80.63㎡,高层（共6层）,南北向,伟星城四期,政务文化中心-安徽省芜湖市鸠江区赤铸山路与弋江路交汇处,14857元/㎡
诚心出售 价格可谈 毛坯户型 好楼层,2室2厅,89㎡,中层（共17层）,南向,伟星幸福里,伟星星悦广场-鸠江区-伟星星悦广场-伟星幸福里,15168元/㎡
伟星幸福里 2室2厅 南,2室2厅,88.86㎡,低层（共17层）,南向,伟星幸福里,伟星星悦广场-鸠江区-伟星星悦广场-伟星幸福里,14629元/㎡
"鸠兹家苑和园4楼精装无税,低公摊,拎包入住,低总价买个大房子",3室2厅,107㎡,中层（共7层）,南北向,鸠兹家苑和园,汽配城-鸠兹家苑和园,8878元/㎡
"现房汀海壹品,万科物业,自建9年制学肖, 小户型不多周边18000",3室2厅,117㎡,高层（共11层）,南北向,汀海壹品,神山口-赤铸山路与弋江中路交汇处,12136元/㎡
轻轨旁 多层小两房 南北通透 带天然气,2室1厅,50㎡,中层（共6层）,南北向,蓝湾半岛,大学城-芜湖市弋江区文津东路,8980元/㎡
"阳光翰庭豪装未住,房东外地发展8万,伟星万悦城旁边",2室2厅,67.17㎡,高层（共11层）,南北向,阳光翰庭,长江市场园-鸠江区018乡道东300米,9825元/㎡
"27中,福达园3室2厅,中间楼层,精装,无税",3室2厅,127.43㎡,中层（共7层）,南北向,福达园,汀棠公园-福达园九华中路83号,14517元/㎡
27中香樟城市花园全天采光产证满2年小区环境好,3室2厅,122.63㎡,中层（共7层）,南向,香樟城市花园,五一广场-香樟城市花园五一广场附近,16146元/㎡
"27中,香樟城市花园,",2室2厅,89.9㎡,高层（共7层）,南向,香樟城市花园,五一广场-香樟城市花园五一广场附近,16240元/㎡
27中香樟城市花园2室2厅南,2室2厅,90㎡,高层（共6层）,南向,香樟城市花园,五一广场-香樟城市花园五一广场附近,16333元/㎡
户型方正南北通透纯边户中上楼层采光好视野开阔,2室2厅,92.97㎡,高层（共10层）,南北向,新华联梦想城,政务文化中心-新华联梦想城,10702元/㎡
"东方红郡科技房,毛坯从未住过 诚心出售",2室1厅,87.26㎡,高层（共16层）,南向,东方红郡,政务文化中心-中江大道与赤铸山路交汇处,14439元/㎡
旭日天都一组团 1室1厅 南,1室1厅,57.97㎡,中层（共17层）,南向,旭日天都,政务文化中心-政务文化中心-涌金路与鸠江北路交汇处,9660元/㎡
三潭音悦和园 中间楼层 全新毛坯 一次未住,2室2厅,83㎡,高层（共17层）,南北向,三潭音悦,政务文化中心-赤铸山东路与海晏路交汇处(市政府东北面),12771元/㎡
"鸠兹家苑,新上房源,钻石楼层,全天采光",3室2厅,121.72㎡,中层（共11层）,南北向,鸠兹家苑和园,汽配城-鸠兹家苑和园,8215元/㎡
E区 南北通 婚装壹年 诚心售 楼层好 看房方便,2室2厅,88㎡,高层（共17层）,南北向,中央城E区,大学城-安徽省芜湖市弋江区中山南路东50米,15113元/㎡
春江明月城南性价比之高 轻轨旁 +商业环绕,3室2厅,110㎡,高层（共18层）,南北向,皖新·春江明月,大学城-利民东路与弋江南路交汇处,10454元/㎡
柏庄时代金.座 挑高公寓 限.时出售 中医院旁,1室1厅,58㎡,中层（共24层）,南北向,柏庄时代金座,国际会展中心-柏庄时代广场,6551元/㎡
柏庄跨界 精装3房诚心出售 拎包入住 商业环绕,3室2厅,95.5㎡,低层（共28层）,南北向,柏庄跨界东区,新时代商业街-柏庄跨界东区,13403元/㎡
弋江区中.心位置 雅旭新乐府 湖景美宅盛大加推 楼层可选,3室2厅,116㎡,中层（共18层）,南北向,雅旭新乐府,南瑞-大工山路与仓津路交汇处(元亩塘南侧),11637元/㎡
雅旭新乐府 品质小区新房加推 雅生活上市物业为您保驾护航,3室2厅,102.45㎡,高层（共30层）,南北向,雅旭新乐府,南瑞-大工山路与仓津路交汇处(元亩塘南侧),11713元/㎡
弋江区商品房好楼盘 春江明月 商区环绕 新房出售 有团购优惠,3室2厅,135㎡,中层（共33层）,南北向,皖新春江明月,南瑞-利民东路中段(原新兴铸管厂地块),10370元/㎡
搜客精选 江南春城精装两房 全天采光 适宜居住 商圈环绕 轻轨房,3室2厅,75.38㎡,高层（共6层）,南北向,江南春城,"奥林匹克公园-弋江区南塘湖路,四院附近",9286元/㎡
国.家.级旅游景点 鸠兹古镇小面积单层门面 新铺对外出售 无税,1室1厅,40㎡,高层（共1层）,南北向,鸠兹古镇,政务文化中心-新华联梦想城,14500元/㎡
弋江区 萃文中.学+利民路小.学 儒林西苑边户大三房 无税出售,3室2厅,115.6㎡,中层（共33层）,南北向,儒林西苑,新时代商业街-安徽省芜湖市弋江区中山南路,11418元/㎡
镜湖区 绿地伊顿公馆 商品房精装两室 钻.石楼层 无税出售,2室2厅,83㎡,高层（共29层）,南北向,绿地伊顿公馆,镜湖世纪城-纬一路云丛路交汇处,13132元/㎡
吉家精选房源 绿地旁棠梅园小区 毛坯两房 黄.金楼层无税出售,2室2厅,75㎡,低层（共6层）,南北向,棠梅园小区B区,大砻坊-砻坊路,8266元/㎡
镜湖区西南角 水墨江南徽派别墅 水景相伴 鸟语花香,联排,卧室：4个,花园：65平米,243㎡,水墨江南,其他-芳村,7325元/㎡
弋江区黄.金区域 新城大都会首开钜.惠 新房出售 无税 享团购优,3室2厅,113㎡,高层（共26层）,南北向,新城大都会,南瑞-新乐府南边,11327元/㎡
慢城壹品大三房限优惠+花海世界+旅游景点 无税出售,3室2厅,123㎡,低层（共18层）,南北向,慢城壹品,一中-安徽省芜湖市芜湖县芜屯路南50米,3902元/㎡
中御公馆 央企品质楼盘 商圈成熟 一手团购优惠,3室2厅,109㎡,中层（共18层）,南北向,中御公馆,南瑞-利民路与弋江路交汇处(利民路往东200米处),11926元/㎡
"西江月古徽派别墅,景区内的生活,找我享团购价,车接车送,方便",独栋,卧室：4个,无花园,160㎡,鸠兹古镇西江月,政务文化中心-安徽省芜湖市鸠江区万春中路,14687元/㎡
信德悦城 品质社区 安大 轻轨站口 一手新房 销售市场部,3室2厅,93.9㎡,低层（共28层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,9052元/㎡
信德悦城高速东方御府一百平左右三房楼层可选总价低轻轨旁,3室2厅,98㎡,中层（共17层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8163元/㎡
信德悦城 新楼盘 楼层任选 找我有渠道买房优惠,3室2厅,115㎡,中层（共18层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8695元/㎡
信德悦城 新楼盘 楼层任选 找我有渠道买房优惠,3室2厅,115㎡,中层（共18层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8695元/㎡
信德悦城 万春商业轻轨站旁价格低洼高层洋房全明户型,3室2厅,115㎡,中层（共12层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8347元/㎡
信德悦城 品质社区 安大 轻轨站口 新房分销渠道专享价,3室2厅,93㎡,低层（共28层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,9139元/㎡
"信德悦城 新楼盘 楼层任选 ,城东轻轨边,渠道,没有费用",3室2厅,115㎡,中层（共18层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8695元/㎡
信德悦城 品质社区 轻轨站口 安大 一手新房 销售市场部,3室2厅,93㎡,中层（共28层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,9139元/㎡
"信德悦城,万春商业,轻轨站旁,价格低洼,高层洋房,户型全",3室2厅,115㎡,高层（共28层）,南向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8260元/㎡
渠道特惠 信德悦城 115平 南北通透 3室2厅 精装修,3室2厅,115㎡,中层（共18层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8347元/㎡
信德悦城 万春商业 轻轨站旁 总价低 高层洋房,3室2厅,110㎡,中层（共28层）,南向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8636元/㎡
信德悦城 万春商业 轻轨站旁 价格低洼 高层洋房 全明户型,3室2厅,115㎡,中层（共28层）,南向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8347元/㎡
无为 北圃山庄 3室2厅,3室2厅,79㎡,中层（共6层）,南北向,北圃山庄,北门,8987元/㎡
弋江 雅旭新乐府 3室2厅,3室2厅,100㎡,低层（共18层）,南向,雅旭新乐府,南瑞-大工山路与仓津路交汇处(元亩塘南侧),13000元/㎡
旭日天都五组团 3室1厅 南,3室1厅,67.93㎡,高层（共11层）,南向,旭日天都,政务文化中心-政务文化中心-涌金路与鸠江北路交汇处,10746元/㎡
新华联梦想城 毛坯大三房 前后无遮挡 楼层好 价格可谈,3室2厅,136㎡,低层（共16层）,南向,新华联梦想城,政务文化中心-新华联梦想城,10441元/㎡
"此房为南北通透,楼间距大,采光无遮挡,全新装修未住",3室2厅,88㎡,中层（共16层）,南北向,新华联梦想城,政务文化中心-新华联梦想城,12727元/㎡
城市之光精装3房 满五 双公园 附外,3室2厅,126.86㎡,高层（共16层）,南北向,城市之光第一街区,政务文化中心-安徽省芜湖市鸠江区政通路北50米,13558元/㎡
伟星城五期阔绰毛坯三房 户型规整 坐北朝南 业主诚售,3室2厅,129.94㎡,低层（共17层）,南北向,伟星城,长江市场园-区赤铸山东路与弋江路交汇处,11143元/㎡
"精致两房,全小区美美户型,南北通透,",2室2厅,82㎡,高层（共5层）,南向,东方红郡,政务文化中心-中江大道与赤铸山路交汇处,12195元/㎡
"满五,南北通透,价格优惠大",3室2厅,129.31㎡,高层（共17层）,南北向,东紫园,政务文化中心-万春西路与九华北路交汇处往东500米,10285元/㎡
旭日天都六组团 2室1厅 南,2室1厅,59.05㎡,高层（共17层）,南向,旭日天都,政务文化中心-政务文化中心-涌金路与鸠江北路交汇处,11007元/㎡
幸福里 俯看神山公园 户型方正两房 房东诚心,2室2厅,90㎡,中层（共17层）,南向,伟星幸福里,伟星星悦广场-鸠江区-伟星星悦广场-伟星幸福里,15000元/㎡
一年婚装装修未占用可拎包入住,2室2厅,88㎡,高层（共17层）,南北向,中央城E区,大学城-安徽省芜湖市弋江区中山南路东50米,14886元/㎡
金浩 婚房装修两房 中上楼层 采光很好,2室2厅,85㎡,中层（共18层）,南向,金浩仁和天地,政务文化中心-仁和路与河清路交汇处东南侧,14705元/㎡
万科城北区 3室2厅 南,3室2厅,87.46㎡,低层（共16层）,南向,万科城北区,政务文化中心-安徽省芜湖市鸠江区中江大道与涌金路交叉口,14863元/㎡
旭日天都 稀有小两房 诚意出售 随时看房,2室1厅,57.07㎡,低层（共17层）,南北向,旭日天都,政务文化中心-政务文化中心-涌金路与鸠江北路交汇处,9286元/㎡
城市之光第二街区 3室2厅 南 北,3室2厅,115㎡,低层（共16层）,南北向,城市之光第二街区,政务文化中心-城市之光第二街区,13478元/㎡
